,gender,age,year,eyecolor,height,miles,brothers,sisters,computertime,exercise,exercisehours,musiccds,playgames,watchtv
1337,female,21,fourth,green,63.0,140.0,1,0,20.0,Yes,8.0,100.0,4.0,4.0
1220,male,21,fourth,blue,69.0,85.0,1,2,7.0,Yes,5.0,120.0,3.0,4.0
822,female,21,third,green,67.0,100.0,1,4,5.0,Yes,4.0,25.0,0.0,30.0
700,female,19,third,brown,71.0,620.0,1,0,21.0,Yes,8.0,100.0,0.0,2.0
2045,female,22,fourth,brown,65.0,231.0,0,4,30.0,Yes,6.0,200.0,0.0,5.0
734,male,21,third,blue,72.0,120.0,2,2,5.0,No,0.0,40.0,2.0,15.0
1041,female,20,third,blue,63.0,0.0,1,1,3.0,Yes,3.0,100.0,0.0,10.0
842,male,20,second,hazel,72.0,200.0,2,1,17.5,Yes,9.0,40.0,2.0,14.0
540,male,20,third,brown,70.0,209.0,1,1,3.0,Yes,4.0,450.0,1.0,4.0
810,female,20,third,hazel,62.0,330.0,0,0,8.0,Yes,5.0,20.0,4.0,6.0
1965,female,19,second,other,62.0,121.0,0,1,20.0,No,0.0,20.0,0.0,0.5
343,male,21,third,blue,72.0,120.0,0,2,10.0,Yes,10.0,100.0,0.0,5.0
895,female,20,third,green,70.0,350.0,0,1,15.0,Yes,3.0,100.0,1.0,5.0
1054,female,20,third,brown,68.0,0.0,1,0,6.0,No,0.0,53.0,3.0,5.0
1833,male,20,third,brown,71.0,200.0,2,1,10.0,Yes,10.0,15.0,15.0,10.0
1801,male,19,second,brown,71.0,176.0,3,1,10.0,No,0.0,125.0,2.0,30.0
1135,female,23,other,brown,65.0,183.0,0,3,49.0,Yes,4.0,300.0,0.0,3.0
1914,female,19,second,hazel,70.0,250.0,0,0,5.0,Yes,12.0,50.0,1.0,4.0
1217,male,20,third,hazel,70.0,100.0,0,2,10.0,Yes,4.0,20.0,0.5,5.0
1957,female,19,second,blue,66.0,250.0,1,1,20.0,Yes,3.5,25.0,0.0,10.0
53,male,20,third,hazel,72.0,80.0,1,1,2.5,Yes,5.5,10.0,5.5,14.0
43,female,21,fourth,green,69.0,230.0,1,0,10.0,Yes,8.0,215.0,2.0,10.0
1314,female,19,second,brown,64.0,120.0,1,1,5.0,No,0.0,100.0,0.0,20.0
1267,female,20,second,brown,66.0,330.0,0,1,20.0,Yes,12.0,150.0,1.0,5.0
991,male,20,second,blue,70.0,245.0,0,2,9.0,Yes,2.0,20.0,1.0,3.0
619,female,19,second,blue,68.0,350.0,1,0,50.0,No,0.0,50.0,0.5,10.0
1349,female,20,second,brown,62.0,160.0,0,1,7.0,Yes,4.0,50.0,1.0,5.0
1606,male,19,second,hazel,70.0,135.0,2,2,14.0,Yes,2.5,15.0,10.0,17.0
459,male,20,third,blue,77.0,22.0,2,0,13.0,Yes,4.5,200.0,1.0,9.0
575,female,31,fourth,brown,62.0,34.0,1,0,15.0,Yes,3.0,50.0,0.0,3.0
496,female,19,second,blue,65.0,160.0,1,1,10.0,Yes,4.5,30.0,0.0,5.0
25,male,19,second,blue,67.0,60.0,4,1,5.0,Yes,2.0,50.0,10.0,12.0
869,female,21,third,blue,63.0,120.0,0,0,5.0,No,0.0,10.0,10.0,30.0
1944,female,21,third,hazel,65.0,300.0,1,1,20.0,Yes,26.0,100.0,1.0,2.0
644,female,18,first,hazel,62.0,120.0,2,2,8.0,Yes,2.0,120.0,0.0,2.0
1646,male,20,third,blue,82.0,45.0,1,3,35.0,No,0.0,50.0,0.0,4.0
1245,female,20,second,brown,61.0,120.0,0,1,5.0,Yes,2.0,20.0,0.0,6.0
905,male,20,second,blue,72.0,35.0,2,1,4.0,Yes,6.0,150.0,2.0,4.0
329,female,21,third,blue,65.0,160.0,0,1,2.0,No,0.0,40.0,0.0,7.0
95,female,19,first,hazel,68.0,230.0,0,1,30.0,No,0.0,350.0,2.0,2.0
1847,female,19,second,blue,71.0,0.0,1,0,6.0,Yes,6.0,35.0,1.0,2.0
592,female,22,fourth,hazel,65.0,120.0,2,1,10.0,Yes,6.0,30.0,0.0,0.0
892,female,22,fourth,green,72.0,60.0,1,2,6.0,No,0.0,30.0,0.0,4.0
120,male,19,second,brown,71.0,4000.0,2,0,45.0,Yes,6.0,60.0,5.0,35.0
554,female,22,third,brown,64.0,6000.0,0,3,15.0,No,0.0,100.0,15.0,10.0
305,male,21,third,hazel,77.0,180.0,1,1,3.0,Yes,6.0,20.0,2.0,15.0
813,female,21,third,brown,64.0,31.0,1,0,2.0,No,0.0,25.0,0.0,12.0
868,male,22,fourth,brown,72.0,15.0,2,0,10.0,No,0.0,100.0,10.0,10.0
815,male,19,second,hazel,75.0,0.0,1,2,10.0,Yes,6.0,20.0,24.0,24.0
1101,female,20,second,green,70.0,40.0,1,0,12.0,Yes,3.0,45.0,4.0,5.0
439,male,41,other,blue,74.0,0.0,1,1,2.0,No,0.0,25.0,2.0,20.0
1516,female,19,first,other,65.0,1000.0,2,1,21.0,No,0.0,10.0,0.0,0.0
380,female,18,first,hazel,62.0,72.0,0,2,25.0,Yes,15.0,52.0,1.0,2.0
656,female,20,third,hazel,61.0,30.0,1,1,15.0,Yes,7.0,60.0,1.0,9.0
1695,female,19,second,hazel,71.0,160.0,0,2,10.0,Yes,2.0,60.0,0.0,10.0
1270,female,21,third,blue,64.0,170.0,0,1,20.0,Yes,5.0,50.0,0.0,7.0
1247,female,19,first,brown,66.0,300.0,2,2,35.0,Yes,4.0,50.0,7.0,30.0
1224,female,20,second,hazel,64.0,90.0,1,0,20.0,No,0.0,50.0,5.0,18.0
1637,male,23,other,brown,72.0,120.0,2,4,1.0,No,0.0,100.0,0.0,0.0
1138,female,19,second,green,71.0,0.0,2,1,12.0,No,0.0,100.0,0.0,5.0
31,male,22,fourth,blue,72.0,0.0,0,2,10.0,Yes,6.0,250.0,0.0,25.0
725,female,23,other,brown,65.0,20.0,2,0,7.0,No,0.0,75.0,3.0,7.0
1552,female,20,fourth,hazel,72.0,100.0,1,0,6.0,Yes,7.0,300.0,1.5,5.0
2039,male,26,fourth,brown,72.0,20.0,1,0,20.0,Yes,10.0,200.0,25.0,15.0
1244,female,19,second,blue,66.0,135.2,1,1,12.0,Yes,4.5,89.0,0.0,13.0
332,male,20,second,blue,71.0,230.0,3,0,15.0,No,0.0,100.0,3.0,10.0
918,female,19,second,blue,72.0,170.0,0,1,14.0,No,0.0,25.0,0.0,2.0
1804,female,18,first,blue,70.0,30.0,1,0,9.0,Yes,4.0,30.0,1.0,14.0
1482,male,22,fourth,hazel,69.0,300.0,0,1,18.0,Yes,8.0,200.0,5.0,15.0
870,female,20,third,hazel,67.0,100.0,5,1,3.5,Yes,8.5,12.0,0.0,11.0
1587,male,19,second,brown,71.0,175.0,0,1,22.5,Yes,8.0,0.0,0.0,4.0
667,female,20,second,brown,63.0,250.0,2,1,18.0,Yes,6.0,90.0,0.0,0.0
1513,female,19,second,green,67.0,30.0,0,2,50.0,No,0.0,500.0,0.0,5.0
1992,female,21,third,green,66.0,90.0,0,2,8.0,Yes,6.5,30.0,0.0,10.0
468,male,20,second,hazel,73.0,80.0,2,1,5.0,No,0.0,30.0,5.0,10.0
1345,male,20,third,blue,69.0,60.0,1,1,39.0,No,0.0,26.0,0.0,6.0
375,female,21,third,hazel,63.0,150.0,0,2,7.0,No,0.0,50.0,1.0,21.0
959,female,20,third,brown,67.0,150.0,1,0,15.0,Yes,6.0,150.0,0.0,14.0
498,female,20,third,green,65.0,185.0,4,1,7.5,Yes,4.0,75.0,3.0,2.5
1293,male,20,third,hazel,72.0,176.0,1,0,35.0,No,0.0,80.0,3.0,5.0
1537,female,19,second,blue,64.0,170.0,1,0,10.0,Yes,20.0,76.0,2.0,12.0
1005,female,19,first,green,61.0,0.0,1,0,6.0,No,0.0,150.0,1.0,5.0
1053,male,21,third,brown,72.0,180.0,3,2,4.0,No,0.0,100.0,0.0,10.0
661,male,21,third,blue,69.0,200.0,0,2,5.0,Yes,3.0,100.0,8.0,15.0
1749,female,22,other,brown,71.0,10.0,2,3,6.0,No,0.0,120.0,0.0,15.0
548,female,20,third,blue,68.0,154.0,2,0,20.0,Yes,3.0,35.0,2.0,4.0
1126,female,18,first,brown,61.0,30.0,3,4,10.0,No,0.0,30.0,4.0,4.0
578,female,19,second,blue,67.0,60.0,2,1,21.0,Yes,5.0,200.0,4.0,14.0
486,male,19,second,blue,76.0,134.0,0,0,15.0,No,0.0,300.0,4.0,14.0
844,male,19,second,blue,71.0,201.0,0,1,20.0,No,0.0,10.0,9.0,14.0
333,male,19,first,blue,71.0,0.0,1,0,3.0,Yes,1.0,100.0,0.0,20.0
1803,male,34,other,hazel,75.0,0.0,0,2,46.0,No,0.0,1110.0,12.0,14.0
528,male,23,other,blue,72.0,30.0,0,1,7.0,Yes,8.0,60.0,8.0,21.0
215,female,22,fourth,brown,63.0,1000.0,4,1,10.0,No,0.0,150.0,0.0,20.0
1895,female,18,first,brown,67.0,350.0,0,0,10.0,No,0.0,200.0,0.0,10.0
1996,male,22,fourth,blue,68.0,137.0,1,2,10.0,Yes,10.0,40.0,10.0,6.0
1488,male,20,third,hazel,68.0,1600.0,1,0,5.0,Yes,6.0,8.0,40.0,10.0
587,male,20,third,blue,72.0,180.0,1,0,6.0,No,0.0,100.0,2.0,6.0
94,female,21,third,brown,63.0,7000.0,0,1,10.0,No,0.0,300.0,0.0,4.0
357,male,21,third,brown,72.0,110.0,0,1,3.0,Yes,3.0,30.0,1.0,0.5
1481,female,20,third,hazel,63.0,30.0,0,3,8.0,Yes,4.0,80.0,1.0,7.0
1834,female,20,second,green,71.0,120.0,1,2,25.0,No,0.0,30.0,0.0,4.0
1557,female,19,second,green,67.0,150.0,1,1,5.0,Yes,3.0,80.0,7.0,6.0
719,female,20,third,green,63.0,210.0,0,1,30.0,Yes,3.0,50.0,5.0,21.0
1953,female,21,third,green,68.0,30.0,1,0,7.0,No,0.0,20.0,0.0,10.0
1359,male,20,third,blue,73.0,15.0,0,1,10.0,Yes,2.0,50.0,1.0,10.0
39,female,19,second,blue,64.0,200.0,0,1,5.0,Yes,3.0,130.0,0.0,8.0
263,male,20,third,hazel,71.0,101.1,0,3,10.0,Yes,2.0,100.0,0.0,5.0
2065,female,18,first,blue,66.0,110.0,0,1,14.0,No,0.0,239.0,2.0,10.0
521,female,19,second,blue,66.0,90.0,2,0,15.0,Yes,6.5,50.0,0.0,2.0
1079,male,20,second,hazel,74.0,90.0,0,1,20.0,Yes,3.0,200.0,1.0,10.0
871,female,19,second,green,67.0,195.0,1,0,6.0,Yes,8.0,25.0,0.0,4.0
1387,female,19,second,blue,66.0,0.0,1,0,20.0,Yes,3.5,30.0,1.0,15.0
903,male,23,third,brown,68.0,25.0,1,2,2.0,Yes,5.0,100.0,3.0,5.5
